,Fund_Name,Department_Name,Object_Name,Adopted_Budget,Fiscal_Year
180,6100 CATS Operating,41 Charlotte Area Transit System,510100 Salaries & Wages - Regular,5434415,2021
181,6100 CATS Operating,41 Charlotte Area Transit System,510100 Salaries & Wages - Regular,5070503,2021
182,6100 CATS Operating,41 Charlotte Area Transit System,510100 Salaries & Wages - Regular,4188542,2021
183,6100 CATS Operating,41 Charlotte Area Transit System,510100 Salaries & Wages - Regular,3094687,2021
184,6100 CATS Operating,41 Charlotte Area Transit System,510100 Salaries & Wages - Regular,2176962,2021
185,6100 CATS Operating,41 Charlotte Area Transit System,510100 Salaries & Wages - Regular,1866528,2021
186,6100 CATS Operating,41 Charlotte Area Transit System,510100 Salaries & Wages - Regular,1792230,2021
187,6100 CATS Operating,41 Charlotte Area Transit System,510100 Salaries & Wages - Regular,1516859,2021
188,6100 CATS Operating,41 Charlotte Area Transit System,510100 Salaries & Wages - Regular,1261884,2021
189,6100 CATS Operating,41 Charlotte Area Transit System,510100 Salaries & Wages - Regular,1120393,2021
190,6100 CATS Operating,41 Charlotte Area Transit System,510100 Salaries & Wages - Regular,910210,2021
191,6100 CATS Operating,41 Charlotte Area Transit System,510100 Salaries & Wages - Regular,881922,2021
192,6100 CATS Operating,41 Charlotte Area Transit System,510100 Salaries & Wages - Regular,811292,2021
193,6100 CATS Operating,41 Charlotte Area Transit System,510100 Salaries & Wages - Regular,754523,2021
194,6100 CATS Operating,41 Charlotte Area Transit System,510100 Salaries & Wages - Regular,709826,2021
195,6100 CATS Operating,41 Charlotte Area Transit System,510100 Salaries & Wages - Regular,498135,2021
196,6100 CATS Operating,41 Charlotte Area Transit System,510100 Salaries & Wages - Regular,351729,2021
197,6100 CATS Operating,41 Charlotte Area Transit System,510100 Salaries & Wages - Regular,316039,2021
198,6100 CATS Operating,41 Charlotte Area Transit System,510100 Salaries & Wages - Regular,315615,2021
199,6100 CATS Operating,41 Charlotte Area Transit System,510100 Salaries & Wages - Regular,182440,2021
327,6100 CATS Operating,41 Charlotte Area Transit System,510110 Admin & Clerical Salaries,886044,2021
328,6100 CATS Operating,41 Charlotte Area Transit System,510120 Transp - Wages & Salaries,26223627,2021
329,6100 CATS Operating,41 Charlotte Area Transit System,510130 Maint - Wages & Salaries,8493697,2021
330,6100 CATS Operating,41 Charlotte Area Transit System,510130 Maint - Wages & Salaries,449361,2021
356,6100 CATS Operating,41 Charlotte Area Transit System,510140 Overtime,2896500,2021
357,6100 CATS Operating,41 Charlotte Area Transit System,510140 Overtime,579300,2021
358,6100 CATS Operating,41 Charlotte Area Transit System,510140 Overtime,525000,2021
359,6100 CATS Operating,41 Charlotte Area Transit System,510140 Overtime,366000,2021
360,6100 CATS Operating,41 Charlotte Area Transit System,510140 Overtime,146400,2021
361,6100 CATS Operating,41 Charlotte Area Transit System,510140 Overtime,109800,2021
362,6100 CATS Operating,41 Charlotte Area Transit System,510140 Overtime,75000,2021
363,6100 CATS Operating,41 Charlotte Area Transit System,510140 Overtime,37000,2021
364,6100 CATS Operating,41 Charlotte Area Transit System,510140 Overtime,24156,2021
365,6100 CATS Operating,41 Charlotte Area Transit System,510140 Overtime,20000,2021
366,6100 CATS Operating,41 Charlotte Area Transit System,510140 Overtime,18000,2021
367,6100 CATS Operating,41 Charlotte Area Transit System,510140 Overtime,8000,2021
368,6100 CATS Operating,41 Charlotte Area Transit System,510140 Overtime,6000,2021
369,6100 CATS Operating,41 Charlotte Area Transit System,510140 Overtime,4000,2021
370,6100 CATS Operating,41 Charlotte Area Transit System,510140 Overtime,2500,2021
371,6100 CATS Operating,41 Charlotte Area Transit System,510140 Overtime,2500,2021
372,6100 CATS Operating,41 Charlotte Area Transit System,510140 Overtime,2000,2021
373,6100 CATS Operating,41 Charlotte Area Transit System,510140 Overtime,1500,2021
374,6100 CATS Operating,41 Charlotte Area Transit System,510140 Overtime,1000,2021
685,6100 CATS Operating,41 Charlotte Area Transit System,510195 Employee Merit Pay,903890,2021
686,6100 CATS Operating,41 Charlotte Area Transit System,510195 Employee Merit Pay,287720,2021
687,6100 CATS Operating,41 Charlotte Area Transit System,510195 Employee Merit Pay,163032,2021
688,6100 CATS Operating,41 Charlotte Area Transit System,510195 Employee Merit Pay,152115,2021
689,6100 CATS Operating,41 Charlotte Area Transit System,510195 Employee Merit Pay,125656,2021
690,6100 CATS Operating,41 Charlotte Area Transit System,510195 Employee Merit Pay,92841,2021
691,6100 CATS Operating,41 Charlotte Area Transit System,510195 Employee Merit Pay,65309,2021
692,6100 CATS Operating,41 Charlotte Area Transit System,510195 Employee Merit Pay,55996,2021
693,6100 CATS Operating,41 Charlotte Area Transit System,510195 Employee Merit Pay,53767,2021
694,6100 CATS Operating,41 Charlotte Area Transit System,510195 Employee Merit Pay,45506,2021
695,6100 CATS Operating,41 Charlotte Area Transit System,510195 Employee Merit Pay,37857,2021
696,6100 CATS Operating,41 Charlotte Area Transit System,510195 Employee Merit Pay,33612,2021
697,6100 CATS Operating,41 Charlotte Area Transit System,510195 Employee Merit Pay,27306,2021
698,6100 CATS Operating,41 Charlotte Area Transit System,510195 Employee Merit Pay,26581,2021
699,6100 CATS Operating,41 Charlotte Area Transit System,510195 Employee Merit Pay,26458,2021
700,6100 CATS Operating,41 Charlotte Area Transit System,510195 Employee Merit Pay,24339,2021
701,6100 CATS Operating,41 Charlotte Area Transit System,510195 Employee Merit Pay,22636,2021
702,6100 CATS Operating,41 Charlotte Area Transit System,510195 Employee Merit Pay,21295,2021
703,6100 CATS Operating,41 Charlotte Area Transit System,510195 Employee Merit Pay,15687,2021
704,6100 CATS Operating,41 Charlotte Area Transit System,510195 Employee Merit Pay,14944,2021
705,6100 CATS Operating,41 Charlotte Area Transit System,510195 Employee Merit Pay,10552,2021
706,6100 CATS Operating,41 Charlotte Area Transit System,510195 Employee Merit Pay,9481,2021
707,6100 CATS Operating,41 Charlotte Area Transit System,510195 Employee Merit Pay,9468,2021
708,6100 CATS Operating,41 Charlotte Area Transit System,510195 Employee Merit Pay,5473,2021
836,6100 CATS Operating,41 Charlotte Area Transit System,515100 BOD Sick Leave,985308,2021
837,6100 CATS Operating,41 Charlotte Area Transit System,515100 BOD Sick Leave,239760,2021
838,6100 CATS Operating,41 Charlotte Area Transit System,515100 BOD Sick Leave,27726,2021
839,6100 CATS Operating,41 Charlotte Area Transit System,515110 BOD Holiday Pay,1167648,2021
840,6100 CATS Operating,41 Charlotte Area Transit System,515110 BOD Holiday Pay,375930,2021
841,6100 CATS Operating,41 Charlotte Area Transit System,515110 BOD Holiday Pay,19141,2021
848,6100 CATS Operating,41 Charlotte Area Transit System,515120 BOD Vacation Pay,1817914,2021
849,6100 CATS Operating,41 Charlotte Area Transit System,515120 BOD Vacation Pay,481289,2021
850,6100 CATS Operating,41 Charlotte Area Transit System,515120 BOD Vacation Pay,26685,2021
1026,6100 CATS Operating,41 Charlotte Area Transit System,515130 Social Security Tax,2374068,2021
1027,6100 CATS Operating,41 Charlotte Area Transit System,515130 Social Security Tax,755697,2021
1028,6100 CATS Operating,41 Charlotte Area Transit System,515130 Social Security Tax,415733,2021
1029,6100 CATS Operating,41 Charlotte Area Transit System,515130 Social Security Tax,387894,2021
1030,6100 CATS Operating,41 Charlotte Area Transit System,515130 Social Security Tax,320426,2021
1031,6100 CATS Operating,41 Charlotte Area Transit System,515130 Social Security Tax,236742,2021
1032,6100 CATS Operating,41 Charlotte Area Transit System,515130 Social Security Tax,166538,2021
1033,6100 CATS Operating,41 Charlotte Area Transit System,515130 Social Security Tax,142789,2021
1034,6100 CATS Operating,41 Charlotte Area Transit System,515130 Social Security Tax,137106,2021
1035,6100 CATS Operating,41 Charlotte Area Transit System,515130 Social Security Tax,116040,2021
1036,6100 CATS Operating,41 Charlotte Area Transit System,515130 Social Security Tax,96534,2021
1037,6100 CATS Operating,41 Charlotte Area Transit System,515130 Social Security Tax,85710,2021
1038,6100 CATS Operating,41 Charlotte Area Transit System,515130 Social Security Tax,69816,2021
1039,6100 CATS Operating,41 Charlotte Area Transit System,515130 Social Security Tax,69631,2021
1040,6100 CATS Operating,41 Charlotte Area Transit System,515130 Social Security Tax,67467,2021
1041,6100 CATS Operating,41 Charlotte Area Transit System,515130 Social Security Tax,62064,2021
1042,6100 CATS Operating,41 Charlotte Area Transit System,515130 Social Security Tax,57721,2021
1043,6100 CATS Operating,41 Charlotte Area Transit System,515130 Social Security Tax,54302,2021
1044,6100 CATS Operating,41 Charlotte Area Transit System,515130 Social Security Tax,41203,2021
1045,6100 CATS Operating,41 Charlotte Area Transit System,515130 Social Security Tax,38107,2021
1046,6100 CATS Operating,41 Charlotte Area Transit System,515130 Social Security Tax,26907,2021
1047,6100 CATS Operating,41 Charlotte Area Transit System,515130 Social Security Tax,24177,2021
1048,6100 CATS Operating,41 Charlotte Area Transit System,515130 Social Security Tax,24145,2021
1049,6100 CATS Operating,41 Charlotte Area Transit System,515130 Social Security Tax,13957,2021
1351,6100 CATS Operating,41 Charlotte Area Transit System,515140 Empl Retirement Expns,3724028,2021
1352,6100 CATS Operating,41 Charlotte Area Transit System,515140 Empl Retirement Expns,1185408,2021
1353,6100 CATS Operating,41 Charlotte Area Transit System,515140 Empl Retirement Expns,551593,2021
1354,6100 CATS Operating,41 Charlotte Area Transit System,515140 Empl Retirement Expns,514656,2021
1355,6100 CATS Operating,41 Charlotte Area Transit System,515140 Empl Retirement Expns,425137,2021
1356,6100 CATS Operating,41 Charlotte Area Transit System,515140 Empl Retirement Expns,314111,2021
1357,6100 CATS Operating,41 Charlotte Area Transit System,515140 Empl Retirement Expns,220962,2021
1358,6100 CATS Operating,41 Charlotte Area Transit System,515140 Empl Retirement Expns,188720,2021
1359,6100 CATS Operating,41 Charlotte Area Transit System,515140 Empl Retirement Expns,181911,2021
1360,6100 CATS Operating,41 Charlotte Area Transit System,515140 Empl Retirement Expns,153961,2021
1361,6100 CATS Operating,41 Charlotte Area Transit System,515140 Empl Retirement Expns,127685,2021
1362,6100 CATS Operating,41 Charlotte Area Transit System,515140 Empl Retirement Expns,112637,2021
1363,6100 CATS Operating,41 Charlotte Area Transit System,515140 Empl Retirement Expns,109515,2021
1364,6100 CATS Operating,41 Charlotte Area Transit System,515140 Empl Retirement Expns,92015,2021
1365,6100 CATS Operating,41 Charlotte Area Transit System,515140 Empl Retirement Expns,89515,2021
1366,6100 CATS Operating,41 Charlotte Area Transit System,515140 Empl Retirement Expns,82143,2021
1367,6100 CATS Operating,41 Charlotte Area Transit System,515140 Empl Retirement Expns,76584,2021
1368,6100 CATS Operating,41 Charlotte Area Transit System,515140 Empl Retirement Expns,72047,2021
1369,6100 CATS Operating,41 Charlotte Area Transit System,515140 Empl Retirement Expns,64632,2021
1370,6100 CATS Operating,41 Charlotte Area Transit System,515140 Empl Retirement Expns,50290,2021
1371,6100 CATS Operating,41 Charlotte Area Transit System,515140 Empl Retirement Expns,35701,2021
1372,6100 CATS Operating,41 Charlotte Area Transit System,515140 Empl Retirement Expns,32078,2021
1373,6100 CATS Operating,41 Charlotte Area Transit System,515140 Empl Retirement Expns,32035,2021
1374,6100 CATS Operating,41 Charlotte Area Transit System,515140 Empl Retirement Expns,18518,2021
1678,6100 CATS Operating,41 Charlotte Area Transit System,515150 Empl Insurance Premium,1148742,2021
1679,6100 CATS Operating,41 Charlotte Area Transit System,515150 Empl Insurance Premium,757319,2021
1680,6100 CATS Operating,41 Charlotte Area Transit System,515150 Empl Insurance Premium,612662,2021
1681,6100 CATS Operating,41 Charlotte Area Transit System,515150 Empl Insurance Premium,402060,2021
1682,6100 CATS Operating,41 Charlotte Area Transit System,515150 Empl Insurance Premium,323350,2021
1683,6100 CATS Operating,41 Charlotte Area Transit System,515150 Empl Insurance Premium,187195,2021
1684,6100 CATS Operating,41 Charlotte Area Transit System,515150 Empl Insurance Premium,178693,2021
1685,6100 CATS Operating,41 Charlotte Area Transit System,515150 Empl Insurance Premium,170184,2021
1686,6100 CATS Operating,41 Charlotte Area Transit System,515150 Empl Insurance Premium,159739,2021
1687,6100 CATS Operating,41 Charlotte Area Transit System,515150 Empl Insurance Premium,155357,2021
1688,6100 CATS Operating,41 Charlotte Area Transit System,515150 Empl Insurance Premium,119129,2021
1689,6100 CATS Operating,41 Charlotte Area Transit System,515150 Empl Insurance Premium,106492,2021
1690,6100 CATS Operating,41 Charlotte Area Transit System,515150 Empl Insurance Premium,104556,2021
1691,6100 CATS Operating,41 Charlotte Area Transit System,515150 Empl Insurance Premium,104301,2021
1692,6100 CATS Operating,41 Charlotte Area Transit System,515150 Empl Insurance Premium,95792,2021
1693,6100 CATS Operating,41 Charlotte Area Transit System,515150 Empl Insurance Premium,93601,2021
1694,6100 CATS Operating,41 Charlotte Area Transit System,515150 Empl Insurance Premium,34037,2021
1695,6100 CATS Operating,41 Charlotte Area Transit System,515150 Empl Insurance Premium,34037,2021
1696,6100 CATS Operating,41 Charlotte Area Transit System,515150 Empl Insurance Premium,34037,2021
1697,6100 CATS Operating,41 Charlotte Area Transit System,515150 Empl Insurance Premium,17018,2021
1825,6100 CATS Operating,41 Charlotte Area Transit System,515155 BOD Insurance Premiums,5678564,2021
1826,6100 CATS Operating,41 Charlotte Area Transit System,515155 BOD Insurance Premiums,1509084,2021
1827,6100 CATS Operating,41 Charlotte Area Transit System,515155 BOD Insurance Premiums,118692,2021
1828,6100 CATS Operating,41 Charlotte Area Transit System,515155 BOD Insurance Premiums,76302,2021
1959,6100 CATS Operating,41 Charlotte Area Transit System,515160 Retiree Insurance Premium,101437,2021
1960,6100 CATS Operating,41 Charlotte Area Transit System,515160 Retiree Insurance Premium,79064,2021
1961,6100 CATS Operating,41 Charlotte Area Transit System,515160 Retiree Insurance Premium,59081,2021
1962,6100 CATS Operating,41 Charlotte Area Transit System,515160 Retiree Insurance Premium,45180,2021
1963,6100 CATS Operating,41 Charlotte Area Transit System,515160 Retiree Insurance Premium,27555,2021
1964,6100 CATS Operating,41 Charlotte Area Transit System,515160 Retiree Insurance Premium,16508,2021
1965,6100 CATS Operating,41 Charlotte Area Transit System,515160 Retiree Insurance Premium,16226,2021
1966,6100 CATS Operating,41 Charlotte Area Transit System,515160 Retiree Insurance Premium,13901,2021
1967,6100 CATS Operating,41 Charlotte Area Transit System,515160 Retiree Insurance Premium,13032,2021
1968,6100 CATS Operating,41 Charlotte Area Transit System,515160 Retiree Insurance Premium,12164,2021
1969,6100 CATS Operating,41 Charlotte Area Transit System,515160 Retiree Insurance Premium,12164,2021
1970,6100 CATS Operating,41 Charlotte Area Transit System,515160 Retiree Insurance Premium,12164,2021
1971,6100 CATS Operating,41 Charlotte Area Transit System,515160 Retiree Insurance Premium,10426,2021
1972,6100 CATS Operating,41 Charlotte Area Transit System,515160 Retiree Insurance Premium,9557,2021
1973,6100 CATS Operating,41 Charlotte Area Transit System,515160 Retiree Insurance Premium,6082,2021
1974,6100 CATS Operating,41 Charlotte Area Transit System,515160 Retiree Insurance Premium,5213,2021
1975,6100 CATS Operating,41 Charlotte Area Transit System,515160 Retiree Insurance Premium,3475,2021
1976,6100 CATS Operating,41 Charlotte Area Transit System,515160 Retiree Insurance Premium,1738,2021
1977,6100 CATS Operating,41 Charlotte Area Transit System,515160 Retiree Insurance Premium,1117,2021
1978,6100 CATS Operating,41 Charlotte Area Transit System,515160 Retiree Insurance Premium,869,2021
2104,6100 CATS Operating,41 Charlotte Area Transit System,515170 Empl Life Insu Premium,44748,2021
2105,6100 CATS Operating,41 Charlotte Area Transit System,515170 Empl Life Insu Premium,12816,2021
2106,6100 CATS Operating,41 Charlotte Area Transit System,515170 Empl Life Insu Premium,9658,2021
2107,6100 CATS Operating,41 Charlotte Area Transit System,515170 Empl Life Insu Premium,648,2021
2111,6100 CATS Operating,41 Charlotte Area Transit System,515180 Unemploymnt Comp Or Taxes,67579,2021
2112,6100 CATS Operating,41 Charlotte Area Transit System,515180 Unemploymnt Comp Or Taxes,19398,2021
2113,6100 CATS Operating,41 Charlotte Area Transit System,515180 Unemploymnt Comp Or Taxes,7786,2021
2114,6100 CATS Operating,41 Charlotte Area Transit System,515180 Unemploymnt Comp Or Taxes,1513,2021
2263,6100 CATS Operating,41 Charlotte Area Transit System,515190 401K Retirement,620671,2021
2264,6100 CATS Operating,41 Charlotte Area Transit System,515190 401K Retirement,197568,2021
2265,6100 CATS Operating,41 Charlotte Area Transit System,515190 401K Retirement,163032,2021
2266,6100 CATS Operating,41 Charlotte Area Transit System,515190 401K Retirement,152115,2021
2267,6100 CATS Operating,41 Charlotte Area Transit System,515190 401K Retirement,125656,2021
2268,6100 CATS Operating,41 Charlotte Area Transit System,515190 401K Retirement,92841,2021
2269,6100 CATS Operating,41 Charlotte Area Transit System,515190 401K Retirement,65309,2021
2270,6100 CATS Operating,41 Charlotte Area Transit System,515190 401K Retirement,55996,2021
2271,6100 CATS Operating,41 Charlotte Area Transit System,515190 401K Retirement,53767,2021
2272,6100 CATS Operating,41 Charlotte Area Transit System,515190 401K Retirement,45506,2021
2273,6100 CATS Operating,41 Charlotte Area Transit System,515190 401K Retirement,37857,2021
2274,6100 CATS Operating,41 Charlotte Area Transit System,515190 401K Retirement,33612,2021
2275,6100 CATS Operating,41 Charlotte Area Transit System,515190 401K Retirement,27306,2021
2276,6100 CATS Operating,41 Charlotte Area Transit System,515190 401K Retirement,26458,2021
2277,6100 CATS Operating,41 Charlotte Area Transit System,515190 401K Retirement,24339,2021
2278,6100 CATS Operating,41 Charlotte Area Transit System,515190 401K Retirement,22636,2021
2279,6100 CATS Operating,41 Charlotte Area Transit System,515190 401K Retirement,21295,2021
2280,6100 CATS Operating,41 Charlotte Area Transit System,515190 401K Retirement,18253,2021
2281,6100 CATS Operating,41 Charlotte Area Transit System,515190 401K Retirement,14944,2021
2282,6100 CATS Operating,41 Charlotte Area Transit System,515190 401K Retirement,10772,2021
2283,6100 CATS Operating,41 Charlotte Area Transit System,515190 401K Retirement,10552,2021
2284,6100 CATS Operating,41 Charlotte Area Transit System,515190 401K Retirement,9481,2021
2285,6100 CATS Operating,41 Charlotte Area Transit System,515190 401K Retirement,9468,2021
2286,6100 CATS Operating,41 Charlotte Area Transit System,515190 401K Retirement,5473,2021
2526,6100 CATS Operating,41 Charlotte Area Transit System,520010 Workers Compensation,1900000,2021
2537,6100 CATS Operating,41 Charlotte Area Transit System,520020 ISP Workmens Compensation,82176,2021
2538,6100 CATS Operating,41 Charlotte Area Transit System,520020 ISP Workmens Compensation,63090,2021
2539,6100 CATS Operating,41 Charlotte Area Transit System,520020 ISP Workmens Compensation,50472,2021
2540,6100 CATS Operating,41 Charlotte Area Transit System,520020 ISP Workmens Compensation,40378,2021
2541,6100 CATS Operating,41 Charlotte Area Transit System,520020 ISP Workmens Compensation,13249,2021
2542,6100 CATS Operating,41 Charlotte Area Transit System,520020 ISP Workmens Compensation,11988,2021
2543,6100 CATS Operating,41 Charlotte Area Transit System,520020 ISP Workmens Compensation,11356,2021
2544,6100 CATS Operating,41 Charlotte Area Transit System,520020 ISP Workmens Compensation,11356,2021
2545,6100 CATS Operating,41 Charlotte Area Transit System,520020 ISP Workmens Compensation,11356,2021
2546,6100 CATS Operating,41 Charlotte Area Transit System,520020 ISP Workmens Compensation,10094,2021
2547,6100 CATS Operating,41 Charlotte Area Transit System,520020 ISP Workmens Compensation,9464,2021
2548,6100 CATS Operating,41 Charlotte Area Transit System,520020 ISP Workmens Compensation,8833,2021
2549,6100 CATS Operating,41 Charlotte Area Transit System,520020 ISP Workmens Compensation,7571,2021
2550,6100 CATS Operating,41 Charlotte Area Transit System,520020 ISP Workmens Compensation,6940,2021
2551,6100 CATS Operating,41 Charlotte Area Transit System,520020 ISP Workmens Compensation,6940,2021
2552,6100 CATS Operating,41 Charlotte Area Transit System,520020 ISP Workmens Compensation,4416,2021
2553,6100 CATS Operating,41 Charlotte Area Transit System,520020 ISP Workmens Compensation,2524,2021
2554,6100 CATS Operating,41 Charlotte Area Transit System,520020 ISP Workmens Compensation,2524,2021
2555,6100 CATS Operating,41 Charlotte Area Transit System,520020 ISP Workmens Compensation,2524,2021
2556,6100 CATS Operating,41 Charlotte Area Transit System,520020 ISP Workmens Compensation,1261,2021
2557,6100 CATS Operating,41 Charlotte Area Transit System,520020 ISP Workmens Compensation,12,2021
2610,6100 CATS Operating,41 Charlotte Area Transit System,520030 Uniforms-Prot Clothing,222000,2021
2611,6100 CATS Operating,41 Charlotte Area Transit System,520030 Uniforms-Prot Clothing,78160,2021
2612,6100 CATS Operating,41 Charlotte Area Transit System,520030 Uniforms-Prot Clothing,41000,2021
2613,6100 CATS Operating,41 Charlotte Area Transit System,520030 Uniforms-Prot Clothing,40000,2021
2614,6100 CATS Operating,41 Charlotte Area Transit System,520030 Uniforms-Prot Clothing,30000,2021
2615,6100 CATS Operating,41 Charlotte Area Transit System,520030 Uniforms-Prot Clothing,25000,2021
